bone_name,constraint_name,mute,target,subtarget_bone_name,from_min_x,from_max_x,from_min_y,from_max_y,from_min_z,from_max_z,map_to_x_from,map_to_y_from,map_to_z_from,map_to,to_min_x,to_max_x,to_min_y,to_max_y,to_min_z,to_max_z,target_space,owner_space
Neck.002,Rig Ctrl,False,Loris.Armature,Neck_T,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,-0.7853981852531433,0.0,0.0,0.0,-0.7853981852531433,LOCAL,LOCAL
Neck.002,Rig Ctrl.001,False,Loris.Armature,Neck_P,0.0,0.009999999776482582,0.0,0.0,0.0,0.0,Y,X,Y,ROTATION,0.0,0.0,0.0,0.7853981852531433,0.0,0.0,LOCAL,LOCAL
Head,Rig Ctrl,False,Loris.Armature,Head_T,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,-0.7853981852531433,0.0,0.0,0.0,-0.7853981852531433,LOCAL,LOCAL
Head,Rig Ctrl.001,False,Loris.Armature,Head_Size_T,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,SCALE,1.0,0.8999999761581421,1.0,0.8999999761581421,1.0,0.8999999761581421,LOCAL,LOCAL
Head.001,Rig Ctrl,False,Loris.Armature,Head_Size_T,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,LOCATION,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,LOCAL,LOCAL
Head.001,Rig Ctrl.001,False,Loris.Armature,Head_Size_T,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,SCALE,1.0,0.8999999761581421,1.0,0.8999999761581421,1.0,0.8999999761581421,LOCAL,LOCAL
Shoulder.R,Transformation,False,Loris.Armature,Growth_T,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,X,X,X,SCALE,1.0,0.699999988079071,1.0,0.699999988079071,1.0,0.699999988079071,LOCAL,LOCAL
Shoulder.R,Rig Ctrl,False,Loris.Armature,Shoulder_T.R,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,0.7853981852531433,0.0,0.0,0.0,0.7853981852531433,LOCAL,LOCAL
UpperArm.R,Rig Ctrl,False,Loris.Armature,Elbo_T.R,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,0.7853981852531433,0.0,0.0,0.0,0.7853981852531433,LOCAL,LOCAL
UpperArm.R.003,Rig Ctrl,False,Loris.Armature,Arm_Size_T.R,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,SCALE,1.0,0.5,1.0,1.0,1.0,0.5,LOCAL,LOCAL
UpperArm.R.003,Rig Ctrl.001,False,Loris.Armature,Arm_Size_T.R,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,LOCATION,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,LOCAL,LOCAL
Shoulder.L,Transformation,False,Loris.Armature,Growth_T,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,X,X,X,SCALE,1.0,0.699999988079071,1.0,0.699999988079071,1.0,0.699999988079071,LOCAL,LOCAL
Shoulder.L,Rig Ctrl,False,Loris.Armature,Shoulder_T.L,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,0.7853981852531433,0.0,0.0,0.0,0.7853981852531433,LOCAL,LOCAL
UpperArm.L,Rig Ctrl,False,Loris.Armature,Elbo_T.L,0.0,0.009999999776482582,0.0,0.009999999776482582,0.0,0.0,Y,Z,X,ROTATION,0.0,0.7853981852531433,0.0,0.0,0.0,0.7853981852531433,LOCAL,LOCAL
UpperArm.L.003,Rig Ctrl,False,Loris.Armature,Arm_Size_T.L,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,SCALE,1.0,0.5,1.0,1.0,1.0,0.5,LOCAL,LOCAL
UpperArm.L.003,Rig Ctrl.001,False,Loris.Armature,Arm_Size_T.L,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,LOCATION,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,LOCAL,LOCAL
Forearm.R.001,Transformation,False,Loris.Armature,Growth_T,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,X,X,X,SCALE,1.0,0.10000000149011612,1.0,0.10000000149011612,1.0,0.10000000149011612,LOCAL,POSE
Forearm.R.001,Rig Ctrl,False,Loris.Armature,Hand_P.R,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,ROTATION,0.0,0.0,0.0,-0.7853981852531433,0.0,0.0,LOCAL,LOCAL
Forearm.L.001,Transformation,False,Loris.Armature,Growth_T,0.0,0.10000000149011612,0.0,0.0,0.0,0.0,X,X,X,SCALE,1.0,0.10000000149011612,1.0,0.10000000149011612,1.0,0.10000000149011612,LOCAL,LOCAL
Forearm.L.001,Rig Ctrl,False,Loris.Armature,Hand_P.L,0.0,0.0,0.0,0.009999999776482582,0.0,0.0,Y,Y,Y,ROTATION,0.0,0.0,0.0,0.7853981852531433,0.0,0.0,LOCAL,LOCAL
